DATE,TOTALSL,3m growth rate,12m growth rate
1972-11-01,164.10159,13.638453909376612,12.680173233273017
1972-12-01,166.1891,14.797731472478826,13.10753175419781
1973-01-01,169.29467,18.60464232671919,14.651306835789768
1973-02-01,171.60183,19.57393013143485,15.22736951210324
1973-03-01,173.90894,19.916098013694292,15.346366869079509
1973-04-01,175.76268,16.18057547041982,15.388937707270678
1973-05-01,178.12795,16.102245524671854,15.517859365163922
1973-06-01,180.42927,15.861817258442802,15.546456645312201
1973-07-01,182.3182,15.774638558959664,15.91956557455012
1973-08-01,184.32651,14.662900123764013,15.972852791152569
1973-09-01,185.34551,11.352586874323167,15.44173900142438
1973-10-01,187.47609,11.805572903082062,15.56545250754462
1973-11-01,189.3088,11.258194769236972,15.360734774111574
1973-12-01,190.08631,10.630552617855905,14.379529102690846
1974-01-01,191.31247,8.44001429431318,13.00560732360918
1974-02-01,192.51536,6.949395167355377,12.187241826034123
1974-03-01,193.35799,7.0644106660350925,11.183467623918597
1974-04-01,194.60355,7.060660560492393,10.719494035935284
1974-05-01,195.8699,7.154216044790185,9.960228027100747
1974-06-01,196.8878,7.5045222852703874,9.121873629483733
1974-07-01,198.29354,7.803095127056592,8.76233968961959
1974-08-01,199.3168,7.22716350974808,8.132465590543635
1974-09-01,199.61712,5.661292003920049,7.7000030915235
1974-10-01,199.53477,2.5274308737148754,6.4321162234608265
1974-11-01,199.25468,-0.1246075897702203,5.253786406125882
1974-12-01,198.91784,-1.3938966669141628,4.646063148892732
1975-01-01,199.0636,-0.9411968346318632,4.051555029319331
1975-02-01,199.50775,0.5090019230697518,3.632120574690778
1975-03-01,199.10994,0.3868500743005265,2.9747671663322484
1975-04-01,198.74286,-0.6429415459465626,2.127047528166881
1975-05-01,198.73721,-1.5359553834213835,1.4638849562898626
1975-06-01,196.04336,-6.019709470828138,-0.42889401984277375
1975-07-01,197.57936,-2.321235799531385,-0.3601630189263849
1975-08-01,198.21159,-1.053730069539538,-0.5544991691618595
1975-09-01,199.42896,7.088873131792606,-0.09426045220971568
1975-10-01,200.43428,5.906277681597039,0.4508036368799262
1975-11-01,201.49288,6.788045121525621,1.1232860377482723
1975-12-01,204.002,9.49260865408126,2.5559095152048794
1976-01-01,205.52079,10.543965862505477,3.243782389145977
1976-02-01,206.70929,10.764645898188776,3.609654261551265
1976-03-01,208.33857,8.777986297629091,4.634941881856824
1976-04-01,210.50006,10.048937344526344,5.915784848824246
1976-05-01,211.40742,9.405945446087792,6.375358696038846
1976-06-01,213.2401,9.74804544252985,8.77190637826244
1976-07-01,215.2727,9.382270916736758,8.95505481949126
1976-08-01,216.50986,10.009404091502304,9.231685190558236
1976-09-01,218.70878,10.659667761975957,9.667512682210244
1976-10-01,220.8671,10.807277390704684,10.194274153103944
1976-11-01,222.80491,12.1471683097375,10.577063566712619
1976-12-01,225.72159,13.456016502025946,10.646753463201343
1977-01-01,225.73315,9.108165151530455,9.834703340717986
1977-02-01,228.52821,10.677729887720222,10.55536497658136
1977-03-01,232.34827,12.270425736351289,11.52436632352809
1977-04-01,235.59405,18.652229759802008,11.92113199397664
1977-05-01,239.01809,19.66408234511381,13.060407245876227
1977-06-01,242.40858,18.477035087456507,13.678703020679507
1977-07-01,245.48106,17.873095179584773,14.032601439941072
1977-08-01,248.47453,16.789668220913214,14.763609380191722
1977-09-01,251.2618,15.428729781362538,14.884185262246907
1977-10-01,255.41564,17.19740317088505,15.642230101269039
1977-11-01,258.77291,17.638025774806465,16.143270810324605
1977-12-01,260.5627,15.649328812812136,15.435435307716915
1978-01-01,262.76532,12.016561144270144,16.405286507542183
1978-02-01,265.73802,11.208898830738834,16.282370565979587
1978-03-01,270.26281,15.74338206513206,16.317978179910696
1978-04-01,274.13698,18.46725131305913,16.359891092325963
1978-05-01,279.25657,21.954777638889155,16.834909859751622
1978-06-01,285.10077,23.836425933766,17.611666220725365
1978-07-01,288.80554,23.18322864873119,17.64880761065639
1978-08-01,292.81311,20.878335592033025,17.844315874146144
1978-09-01,296.17942,16.473185188470364,17.876820113523028
1978-10-01,298.81249,14.59690982388302,16.990678409513226
1978-11-01,302.7302,14.251239928852089,16.986820606531026
1978-12-01,306.10039,14.086962759322509,17.476672601258734
1979-01-01,309.90309,15.693414880768389,17.939113883064948
1979-02-01,313.52378,15.042670648062284,17.982281948213497
1979-03-01,317.20074,15.31378715542051,17.367513495475006
1979-04-01,320.94487,15.031855977836784,17.074635461439748
1979-05-01,325.17739,15.717599906714463,16.443953315046443
1979-06-01,328.17274,14.570615217700134,15.107630189844802
1979-07-01,331.98999,14.492807233358596,14.952777567909514
1979-08-01,335.78546,13.701497038397424,14.675691945623615
1979-09-01,339.44975,14.4700731144058,14.609499201531296
1979-10-01,343.2513,14.274362142024088,14.871804722754378
1979-11-01,346.38941,13.242872681861062,14.42182180700835
1979-12-01,348.58911,11.212419570120646,13.880648763629466
1980-01-01,350.4757,8.688322133821313,13.092031447637398
1980-02-01,353.05623,7.923766442267777,12.609075458327279
1980-03-01,353.04211,5.208487739159473,11.299270613303115
1980-04-01,351.28721,0.9294029493550182,9.45406605190482
1980-05-01,348.64454,-4.905378241061853,7.216722540272569
1980-06-01,346.69696,-6.99761326562669,5.644655311711766
1980-07-01,347.07137,-4.714721232514096,4.542721303133268
1980-08-01,347.54601,-1.2543995977206346,3.5024000145807532
1980-09-01,348.16314,1.7023592628582884,2.5669160162881344
1980-10-01,349.59772,2.94356546285639,1.8489136093585046
1980-11-01,350.00449,2.8596956438306176,1.0436462246348643
1980-12-01,351.92005,4.386630859355378,0.9555490703653913
1981-01-01,353.02932,3.984531219083154,0.7286154218395069
1981-02-01,354.74499,5.528707760361606,0.47832607287512374
1981-03-01,357.12713,6.051137692480957,1.1570914302545976
1981-04-01,359.13287,7.097052903026335,2.233403259970679
1981-05-01,361.2328,7.5186064727757795,3.6106287509908963
1981-06-01,362.74346,6.440520618261281,4.628393626526184
1981-07-01,364.67773,6.32033747010452,5.072835595745051
1981-08-01,365.15446,4.4137582994184354,5.0665090357388864
1981-09-01,369.59574,7.772873581248696,6.155907256580928
1981-10-01,370.45671,6.49099642412696,5.966569232774166
1981-11-01,371.75991,7.434503071098297,6.215754546463104
1981-12-01,371.30144,1.8588354807565155,5.507327587615429
1982-01-01,375.16736,5.184156121259331,6.2708785774507225
1982-02-01,376.37707,5.061213051306024,6.097924032697422
1982-03-01,376.88541,6.152632131921965,5.532562031901622
1982-04-01,378.63428,3.7479523110460544,5.430137876268448
1982-05-01,380.4388,4.387040329914216,5.3167929379613454
1982-06-01,381.98562,5.5238808113001525,5.304619413400302
1982-07-01,382.4471,4.089222815968441,4.872622740083421
1982-08-01,382.86264,2.572926407296383,4.849503960597934
1982-09-01,384.35525,2.504566706449607,3.993419945803489
1982-10-01,384.96719,2.661919366742893,3.9169165001762263
1982-11-01,386.76665,4.141569027113135,4.036675175653026
1982-12-01,389.84874,5.840837899040574,4.995213592492398
1983-01-01,391.82773,7.321270308261552,4.440783441288709
1983-02-01,392.36096,5.912465662540067,4.246775713515172
1983-03-01,395.58305,6.014717108486356,4.961094142646716
1983-04-01,398.42671,6.908714720521725,5.227321202929658
1983-05-01,399.95372,7.968186894779539,5.129581945900363
1983-06-01,404.8326,9.686003384903664,5.981109969532361
1983-07-01,409.47521,11.562098861163772,7.067149940475437
1983-08-01,413.99357,14.798290601773068,8.131096311721597
1983-09-01,417.82094,13.464210685828682,8.706968358048961
1983-10-01,423.773,14.715651080226325,10.080290219018417
1983-11-01,429.97738,16.36116287940319,11.172299886766336
1983-12-01,437.06886,19.739834583845607,12.11242083275681
1984-01-01,441.99113,18.337144102144485,12.80241191709428
1984-02-01,451.90703,22.01520482956676,15.17634934933385
