DATE,AWHMAN,3m growth rate,12m growth rate
1939-01-01,37.1,,
1939-02-01,37.2,,
1939-03-01,37.3,,
1939-04-01,37.3,2.173833646670431,
1939-05-01,37.0,-2.133256666872707,
1939-06-01,37.4,1.0767063164747626,
1939-07-01,37.3,0.0,
1939-08-01,38.1,12.432794839931097,
1939-09-01,38.1,7.699452096429238,
1939-10-01,39.1,20.745707995989918,
1939-11-01,38.5,4.266072622515416,
1939-12-01,38.4,3.187002033995378,
1940-01-01,37.9,-11.722543752627912,2.156334231805923
1940-02-01,37.3,-11.89665262359525,0.2688172043010528
1940-03-01,37.4,-10.016783887957336,0.2680965147453085
1940-04-01,37.4,-5.173533260063856,0.2680965147453085
1940-05-01,37.5,2.162084041347168,1.3513513513513598
1940-06-01,37.6,2.1562567387431564,0.5347593582887722
1940-07-01,38.0,6.573192989345666,1.8766756032171594
1940-08-01,38.4,9.95116277760002,0.7874015748031482
1940-09-01,39.0,15.746281701739283,2.3622047244094446
1940-10-01,39.3,14.402579021224504,0.5115089514066362
1940-11-01,38.6,2.0996659626196124,0.25974025974027093
1940-12-01,39.6,6.297320121844452,3.125
1941-01-01,39.4,1.0217030764793966,3.95778364116095
1941-02-01,40.1,16.47380726159515,7.506702412868638
1941-03-01,40.4,8.328995661766236,8.02139037433156
1941-04-01,40.5,11.643953080998282,8.288770053475947
1941-05-01,40.8,7.167515362393995,8.799999999999986
1941-06-01,41.4,10.274704844256766,10.106382978723394
1941-07-01,41.1,6.058918600559626,8.15789473684212
1941-08-01,41.2,3.979616607104575,7.291666666666674
1941-09-01,41.3,-0.9626885434906972,5.897435897435899
1941-10-01,41.2,0.9767937309630436,4.834605597964381
1941-11-01,40.4,-7.543681510587241,4.663212435233155
1941-12-01,40.9,-3.8181723254886,3.282828282828265
1942-01-01,42.1,9.028369970205908,6.852791878172604
1942-02-01,42.4,21.32155439224188,5.735660847880286
1942-03-01,42.7,18.80049988802892,5.693069306930698
1942-04-01,42.8,6.818553525363957,5.679012345679002
1942-05-01,43.1,6.769117793568524,5.6372549019607865
1942-06-01,43.0,2.840060205262107,3.864734299516903
1942-07-01,43.5,6.704307534782861,5.8394160583941535
1942-08-01,43.3,1.8691083338654435,5.097087378640763
1942-09-01,43.2,1.873485400290953,4.600484261501214
1942-10-01,43.7,1.851802694027671,6.067961165048552
1942-11-01,44.2,8.576913528334185,9.405940594059414
1942-12-01,44.2,9.585751480482418,8.068459657701732
1943-01-01,44.6,8.495989990647823,5.938242280285033
1943-02-01,44.5,2.742698121712328,4.952830188679247
1943-03-01,44.7,4.602247302919604,4.683840749414525
1943-04-01,45.1,4.560278820337693,5.3738317757009435
1943-05-01,45.4,8.338637011068805,5.336426914153125
1943-06-01,45.3,5.47820136835695,5.348837209302326
1943-07-01,45.4,2.687420349987124,4.367816091954024
1943-08-01,45.4,0.0,4.849884526558901
1943-09-01,45.6,2.67543762959499,5.555555555555558
1943-10-01,45.6,1.773792700327825,4.347826086956519
1943-11-01,45.7,2.6694862497066207,3.393665158371051
1943-12-01,44.6,-8.48757494522545,0.9049773755656076
1944-01-01,45.4,-1.7428776635560197,1.7937219730941534
1944-02-01,45.4,-2.600077537364931,2.0224719101123556
1944-03-01,45.2,5.49073163297269,1.118568232662187
1944-04-01,45.2,-1.750504767681904,0.22172949002217113
1944-05-01,45.3,-0.8781505587732497,-0.22026431718061845
1944-06-01,45.5,2.681415603473769,0.44150110375276164
1944-07-01,45.4,1.781693395515882,0.0
1944-08-01,45.4,0.885930361190379,0.0
1944-09-01,45.2,-2.611393296162423,-0.877192982456132
1944-10-01,45.6,1.773792700327825,0.0
1944-11-01,45.4,0.0,-0.6564551422319598
1944-12-01,45.4,1.781693395515882,1.7937219730941534
1945-01-01,45.5,-0.874311695483565,0.22026431718062955
1945-02-01,45.5,0.8839725278117383,0.22026431718062955
1945-03-01,45.3,-0.8781505587732497,0.22123893805308104
1945-04-01,45.0,-4.323678725825286,-0.4424778761062065
1945-05-01,44.3,-10.13939912907862,-2.207505518763797
1945-06-01,44.8,-4.342451211732401,-1.538461538461544
1945-07-01,44.7,-2.640118320987628,-1.541850220264307
1945-08-01,40.9,-27.342855250425547,-9.911894273127754
1945-09-01,41.5,-26.36567146914144,-8.185840707964608
1945-10-01,41.5,-25.704536862226647,-8.991228070175438
1945-11-01,41.2,2.9664244850849952,-9.251101321585898
1945-12-01,41.1,-3.8000379625734992,-9.471365638766516
1946-01-01,40.9,-5.658919670588436,-10.109890109890118
1946-02-01,40.4,-7.543681510587241,-11.208791208791213
1946-03-01,40.6,-4.778099138092795,-10.375275938189832
1946-04-01,40.4,-4.801034640909174,-10.222222222222221
1946-05-01,39.8,-5.809559524472718,-10.158013544018063
1946-06-01,40.0,-5.781576971327596,-10.71428571428571
1946-07-01,40.2,-1.965542048506963,-10.067114093959727
1946-08-01,40.6,8.285883933850258,-0.7334963325183352
1946-09-01,40.4,4.060401000000002,-2.6506024096385583
1946-10-01,40.4,2.004950187493759,-2.6506024096385583
1946-11-01,40.3,-2.92306627099348,-2.184466019417486
1946-12-01,40.5,0.9937811900285308,-1.4598540145985384
1947-01-01,40.5,0.9937811900285308,-0.9779951100244433
1947-02-01,40.4,0.9962563230582644,0.0
1947-03-01,40.3,-1.9607248375550057,-0.7389162561576512
1947-04-01,40.5,0.0,0.24752475247524774
1947-05-01,40.4,0.0,1.5075376884422065
1947-06-01,40.4,0.9962563230582644,1.0000000000000009
1947-07-01,40.4,-0.9840023596687232,0.4975124378109319
1947-08-01,40.0,-3.901965551718378,-1.4778325123152691
1947-09-01,40.5,0.9937811900285308,0.24752475247524774
1947-10-01,40.5,0.9937811900285308,0.24752475247524774
1947-11-01,40.5,5.094533691406222,0.496277915632759
